disease,symptom_list,precaution,doctor_type
Peptic Ulcer Diseae,"abdominal_pain, indigestion, internal_itching, loss_of_appetite, passage_of_gases, vomiting","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",General Physician
Aids,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat","avoid open cuts, wear ppe if possible, consult doctor, follow up",Infectious Disease
Diabetes,"blurred_and_distorted_vision, excessive_hunger, fatigue, increased_appetite, irregular_sugar_level, lethargy, obesity, polyuria, restlessness, weight_loss",Consult a doctor,Endocrinologist
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",General Physician
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum","switch to loose cloothing, take deep breaths, get away from trigger, seek help",General Physician
Hypertension,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance",Consult a doctor,Cardiologist
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Neurologist
Cervical Spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",General Physician
Paralysis (Brain Hemorrhage),"altered_sensorium, headache, vomiting, weakness_of_one_body_side","massage, eat healthy, exercise, consult doctor",Neurologist
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Gastroenterologist
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting","Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",General Physician
Chicken Pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes","use neem in bathing , consume neem leaves, take vaccine, avoid public places",General Physician
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",General Physician
Typhoid,"abdominal_pain, belly_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, toxic_look_(typhos), vomiting","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",General Physician
Hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Gastroenterologist
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, receiving_blood_transfusion, receiving_unsterile_injections, yellow_urine, yellowing_of_eyes, yellowish_skin","consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin","consult doctor, medication, eat healthy, follow up",Gastroenterologist
Hepatitis E,"abdominal_pain, acute_liver_failure, coma, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, stomach_bleeding, vomiting, yellowing_of_eyes, yellowish_skin","stop alcohol consumption, rest, consult doctor, medication",Gastroenterologist
Alcoholic Hepatitis,"abdominal_pain, distention_of_abdomen, fluid_overload, history_of_alcohol_consumption, swelling_of_stomach, vomiting, yellowish_skin","stop alcohol consumption, consult doctor, medication, follow up",Gastroenterologist
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes","cover mouth, consult doctor, medication, rest",Pulmonologist
Common Cold,"chest_pain, chills, congestion, continuous_sneezing, cough, fatigue, headache, high_fever, loss_of_smell, malaise, muscle_pain, phlegm, redness_of_eyes, runny_nose, sinus_pressure, swelled_lymph_nodes, throat_irritation","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check",General Physician
Pneumonia,"breathlessness, chest_pain, chills, cough, fast_heart_rate, fatigue, high_fever, malaise, phlegm, rusty_sputum, sweating","consult doctor, medication, rest, follow up",Pulmonologist
Dimorphic Hemmorhoids(Piles),"bloody_stool, constipation, irritation_in_anus, pain_during_bowel_movements, pain_in_anal_region","avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice",General Physician
Heart Attack,"breathlessness, chest_pain, sweating, vomiting","call ambulance, chew or swallow asprin, keep calm",Cardiologist
Varicose Veins,"bruising, cramps, fatigue, obesity, prominent_veins_on_calf, swollen_blood_vessels, swollen_legs","lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long",General Physician
Hypothyroidism,"abnormal_menstruation, brittle_nails, cold_hands_and_feets, depression, dizziness, enlarged_thyroid, fatigue, irritability, lethargy, mood_swings, puffy_face_and_eyes, swollen_extremeties, weight_gain","reduce stress, exercise, eat healthy, get proper sleep",Endocrinologist
Hyperthyroidism,"abnormal_menstruation, diarrhoea, excessive_hunger, fast_heart_rate, fatigue, irritability, mood_swings, muscle_weakness, restlessness, sweating, weight_loss","eat healthy, massage, use lemon balm, take radioactive iodine treatment",General Physician
Hypoglycemia,"anxiety, blurred_and_distorted_vision, drying_and_tingling_lips, excessive_hunger, fatigue, headache, irritability, nausea, palpitations, slurred_speech, sweating, vomiting","lie down on side, check in pulse, drink sugary drinks, consult doctor",General Physician
Osteoarthristis,"hip_joint_pain, joint_pain, knee_pain, neck_pain, painful_walking, swelling_joints","acetaminophen, consult nearest hospital, follow up, salt baths",General Physician
Arthritis,"movement_stiffness, muscle_weakness, painful_walking, stiff_neck, swelling_joints","exercise, use hot and cold therapy, try acupuncture, massage",Rheumatologist
(Vertigo) Paroymsal  Positional Vertigo,"headache, loss_of_balance, nausea, spinning_movements, unsteadiness, vomiting","lie down, avoid sudden change in body, avoid abrupt head movment, relax",General Physician
Acne,"blackheads, pus_filled_pimples, scurring, skin_rash","bath twice, avoid fatty spicy food, drink plenty of water, avoid too many products",General Physician
Urinary Tract Infection,"bladder_discomfort, burning_micturition, continuous_feel_of_urine, foul_smell_of_urine","drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics",Urologist
Psoriasis,"inflammatory_nails, joint_pain, silver_like_dusting, skin_peeling, skin_rash, small_dents_in_nails","wash hands with warm soapy water, stop bleeding using pressure, consult doctor, salt baths",Dermatologist
Impetigo,"blister, high_fever, red_sore_around_nose, skin_rash, yellow_crust_ooze","soak affected area in warm water, use antibiotics, remove scabs with wet compressed cloth, consult doctor",General Physician
Fungal Infection,"dischromic__patches, itching, nodal_skin_eruptions, skin_rash","bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Dermatologist
Allergy,"chills, continuous_sneezing, shivering, watering_from_eyes","apply calamine, cover area with bandage, use ice to compress itching",Allergist/Immunologist
Gerd,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting","avoid fatty spicy food, avoid lying down after eating, maintain healthy weight, exercise",General Physician
Chronic Cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin","cold baths, anti itch medicine, consult doctor, eat healthy",General Physician
Drug Reaction,"burning_micturition, itching, skin_rash, spotting__urination, stomach_pain","stop irritation, consult nearest hospital, stop taking drug, follow up",Dermatologist
Peptic Ulcer Diseae,"abdominal_pain, indigestion, internal_itching, loss_of_appetite, passage_of_gases, vomiting","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",General Physician
Aids,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat","avoid open cuts, wear ppe if possible, consult doctor, follow up",Infectious Disease
Diabetes,"blurred_and_distorted_vision, excessive_hunger, fatigue, increased_appetite, irregular_sugar_level, lethargy, obesity, polyuria, restlessness, weight_loss",Consult a doctor,Endocrinologist
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",General Physician
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum","switch to loose cloothing, take deep breaths, get away from trigger, seek help",General Physician
Hypertension,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance",Consult a doctor,Cardiologist
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Neurologist
Cervical Spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",General Physician
Paralysis (Brain Hemorrhage),"altered_sensorium, headache, vomiting, weakness_of_one_body_side","massage, eat healthy, exercise, consult doctor",Neurologist
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Gastroenterologist
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting","Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",General Physician
Chicken Pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes","use neem in bathing , consume neem leaves, take vaccine, avoid public places",General Physician
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",General Physician
Typhoid,"abdominal_pain, belly_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, toxic_look_(typhos), vomiting","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",General Physician
Hepatitis A,"abdominal_pain, dark_urine, diarrhoea, joint_pain, loss_of_appetite, mild_fever, muscle_pain, nausea, vomiting, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Gastroenterologist
Hepatitis B,"abdominal_pain, dark_urine, fatigue, itching, lethargy, loss_of_appetite, malaise, receiving_blood_transfusion, receiving_unsterile_injections, yellow_urine, yellowing_of_eyes, yellowish_skin","consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis C,"family_history, fatigue, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin","Consult nearest hospital, vaccination, eat healthy, medication",Gastroenterologist
Hepatitis D,"abdominal_pain, dark_urine, fatigue, joint_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin","consult doctor, medication, eat healthy, follow up",Gastroenterologist
Hepatitis E,"abdominal_pain, acute_liver_failure, coma, dark_urine, fatigue, high_fever, joint_pain, loss_of_appetite, nausea, stomach_bleeding, vomiting, yellowing_of_eyes, yellowish_skin","stop alcohol consumption, rest, consult doctor, medication",Gastroenterologist
Alcoholic Hepatitis,"abdominal_pain, distention_of_abdomen, fluid_overload, history_of_alcohol_consumption, swelling_of_stomach, vomiting, yellowish_skin","stop alcohol consumption, consult doctor, medication, follow up",Gastroenterologist
Tuberculosis,"blood_in_sputum, breathlessness, chest_pain, chills, cough, fatigue, high_fever, loss_of_appetite, malaise, mild_fever, phlegm, sweating, swelled_lymph_nodes, vomiting, weight_loss, yellowing_of_eyes","cover mouth, consult doctor, medication, rest",Pulmonologist
